0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.09803280831318215	0.06436497515511959
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.6	0	0	0	0.8	0.07842624665054572	0.05149198012409567
0	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0	0	0	0	0	0.06535520554212143	0.042909983436746395
0.8	0.2	0.2	0	0	1	1	0	0	0	0.2	1	0.8	1	0.2	0.2	0.2	1	0.1960656166263643	0.16305793705963628
1	0.8	1	0.8	0.2	0	0	0	0	0	0.4	1	1	1	0.2	0.2	0.2	0.2	0.13071041108424286	0.08581996687349279
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
1	1	1	0	0	0	0	0	0	0	0.4	1	1	1	0.2	0.2	0.2	1	0.09149728775897001	0.08581996687349279
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.07842624665054572	0.05149198012409567
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.09149728775897001	0.060073976811444954
0	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0	0	0	0	0	0.03921312332527286	0.060073976811444954
1	1	0.6000000000000001	0	0	0	0	0	0	0	0.2	1	1	0.8	0.2	0.2	0.2	0.2	0.10456832886739428	0.08581996687349279
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.14378145219266714	0.09440196356084206
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.09149728775897001	0.060073976811444954
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.15685249330109144	0.10298396024819134
0	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0	0	0	0	0	0.03921312332527286	0.05149198012409567
1	0.6000000000000001	1	0	0	0	0	0	0	0	0.2	1	1	0.8	0.2	0.2	0.2	0.2	0.07842624665054572	0.05149198012409567
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.09149728775897001	0.10298396024819134
1	1	1	0	0	1	1	0	0	0	0.6000000000000001	1	1	0.4	0	0	0	0.4	0.11763936997581857	0.10298396024819134
1	0.4	0.4	0.8	0.2	0.8	0.2	0	0	0	0.2	1	0.8	1	0.2	0.2	0.2	1	0.1960656166263643	0.12872995031023918
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.07842624665054572	0.05149198012409567
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.05228416443369714	0.05149198012409567
1	0.6000000000000001	1	0	0	0	0	0	0	0	0.2	1	1	0.8	0.2	0.2	0.2	0.2	0.02614208221684857	0.017163993374698556
0.4	0	0	0	0	0	0	0.8	0.2	0.4	0	1	1	1	0.6000000000000001	0.2	1	0.6000000000000001	0.11763936997581857	0.11156595693554062
1	0.2	0.2	0	0	0.8	0.2	0	0	0	0	1	0.8	1	1	1	0.2	1	0.07842624665054572	0.09440196356084206
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.05228416443369714	0.04720098178042103
0.4	0.2	0.2	0	0	1	1	0	0	0	0.2	1	1	0.4	0	0	0	0.4	0.09149728775897001	0.12872995031023918
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.07842624665054572	0.06865597349879422
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.10456832886739428	0.08581996687349279
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.23076923076923078	0.25252525252525254
0.4	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0.8	0.2	0.2	0.2	0.2	0.09149728775897001	0.060073976811444954
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.6	0	0	0	0.8	0.13071041108424286	0.08581996687349279
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.07189072609633357	0.06436497515511959
0.8	0.2	0.2	0	0	0	0	0.6	0.8	0	0	1	1	0	0	0	0	0	0.13071041108424286	0.08581996687349279
1	1	1	0.8	0.2	0	0	0	0	0	0.6000000000000001	1	1	1	1	0.6000000000000001	0.2	0.6000000000000001	0.07842624665054572	0.08581996687349279
1	1	1	0	0	0	0	0.8	0.2	0.4	0.4	1	1	1	0.2	0.2	0.2	1	0.05228416443369714	0.03432798674939711
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.05228416443369714	0.05149198012409567
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.18299457551794002	0.13731194699758845
0.8	0.2	0.2	0	0	0	0	0.6	0.8	0	0	1	0.8	0	0	0	0	0	0.1960656166263643	0.154475940372287
0.8	0.2	0.2	0	0	0	0	0.8	0.2	0.4	0	1	1	0	0	0	0	0	0.18299457551794002	0.12014795362288991
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.07842624665054572	0.08581996687349279
0	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0	0	0	0	0	0.03921312332527286	0.03861898509307175
1	0.2	0.2	0	0	0	0	0.8	0.2	0.4	0	1	1	0.8	0.2	0.2	0.2	0.2	0.045748643879485004	0.030036988405722477
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.07189072609633357	0.08581996687349279
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.02614208221684857	0.017163993374698556
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.05228416443369714	0.060073976811444954
0	0	0	0	0	0	0	0.8	0.2	0.4	0	1	1	0	0	0	0	0	0.22220769884321287	0.14589394368493774
0.4	0	0	0	0	0.8	0.2	0	0	0	0	0.8	0.4	0	0	0	0	0	0.13071041108424286	0.08581996687349279
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.07842624665054572	0.06436497515511959
1	0.6000000000000001	1	0	0	0	0	0	0	0	0.2	1	1	1	0.2	0.2	0.2	1	0.09149728775897001	0.060073976811444954
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.14378145219266714	0.09440196356084206
1	1	1	0	0	0	0	0	0	0	0.4	1	1	1	0.2	0.2	0.2	1	0.13071041108424286	0.08581996687349279
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.05228416443369714	0.05149198012409567
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.13071041108424286	0.12872995031023918
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.02614208221684857	0.030036988405722477
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.13071041108424286	0.12872995031023918
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	1	0.6000000000000001	0.2	0.6000000000000001	0.10456832886739428	0.06865597349879422
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	1	0.6	0	0	0	0.8	0.11763936997581857	0.0772379701861435
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.14378145219266714	0.09440196356084206
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
0	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0	0	0	0	0	0.13071041108424286	0.08581996687349279
1	1	0.6000000000000001	0	0	0	0	0	0	0	0.2	1	1	1	0.2	0.2	0.2	1	0.10456832886739428	0.06865597349879422
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.06535520554212143	0.08581996687349279
1	0.4	0.4	0	0	1	1	0	0	0	0.2	1	1	1	0	0	0	1	0.15685249330109144	0.17163993374698558
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.07842624665054572	0.05149198012409567
0	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0	0	0	0	0	0.17645905496372785	0.11585695527921526
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.09149728775897001	0.060073976811444954
1	0.6000000000000001	1	0	0	0	0	0	0	0	0.2	1	1	0	0	0	0	0	0.16992353440951571	0.11156595693554062
1	0.2	0.2	0	0	0	0	0.6	0.8	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.10456832886739428	0.08581996687349279
0.4	0	0	0	0	0	0	0.8	0.2	0.4	0	1	0.8	1	0.2	0.2	0.2	1	0.18299457551794002	0.12014795362288991
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
0.4	0	0	0	0	0.8	0.2	0	0	0	0	1	1	0	0	0	0	0	0.09149728775897001	0.060073976811444954
1	0.6000000000000001	1	0	0	0	0	0	0	0	0.2	1	1	0	0	0	0	0	0.15685249330109144	0.154475940372287
1	0.6000000000000001	1	0	0	0	0	0	0	0	0.2	1	1	0	0	0	0	0	0.22220769884321287	0.154475940372287
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	-0.0000013071041108424285	-8.581996687349279e-7
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.1960656166263643	0.12872995031023918
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.09803280831318215	0.0772379701861435
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01960656166263643	0.017163993374698556
1	0.2	0.2	0	0	0.8	0.2	0	0	0	0	1	0.8	0	0	0	0	0	0.05228416443369714	0.042909983436746395
0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.1960656166263643	0.12872995031023918
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.058819684987909286	0.060073976811444954
0.8	0.2	0.2	0	0	0	0	0.8	0.2	0.4	0	1	1	0	0	0	0	0	0.13071041108424286	0.12014795362288991
1	0.6000000000000001	1	0	0	0	0	0	0	0	0.2	1	1	1	0.2	0.2	0.2	1	0.10456832886739428	0.06865597349879422
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.13071041108424286	0.08581996687349279
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.10456832886739428	0.06865597349879422
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.07842624665054572	0.10298396024819134
1	0.2	0.2	0	0	0	0	0.8	0.2	0.4	0	1	1	1	1	0.6000000000000001	0.2	1	0.06535520554212143	0.13731194699758845
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.07842624665054572	0.08581996687349279
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.13071041108424286	0.08581996687349279
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.07842624665054572	0.05149198012409567
1	0.4	0.4	0.8	0.2	0	0	0	0	0	0.2	1	0.8	1	0.2	0.2	0.2	1	0.058819684987909286	0.05578297846777031
1	1	1	0	0	0	0	0	0	0	0.4	1	1	1	0.2	0.2	0.2	1	0.06535520554212143	0.060073976811444954
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.1960656166263643	0.12872995031023918
1	0.2	0.2	0	0	0.8	0.2	0	0	0	0	1	0.8	0	0	0	0	0	0.08496176720475786	0.06436497515511959
0	0	0	0	0	0	0	0	0	0	0	0.8	0.4	0	0	0	0	0	0.07842624665054572	0.05149198012409567
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.6	0	0	0	0.8	0.03921312332527286	0.05149198012409567
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0.07842624665054572	0.05149198012409567
1	0.2	0.2	0	0	0.8	0.2	0	0	0	0	1	1	0.8	0.2	0.2	0.2	0.2	0.23527873995163714	0.18880392712168412
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.10456832886739428	0.12872995031023918
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.15685249330109144	0.10298396024819134
1	1	1	0	0	0	0	0	0	0	0.4	1	1	1	0.2	0.2	0.2	1	0.07842624665054572	0.10298396024819134
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.09149728775897001	0.09440196356084206
1	0.2	0.2	0	0	0.8	0.2	0	0	0	0	1	1	0.8	0.2	0.2	0.2	0.2	0.05228416443369714	0.06865597349879422
1	0.4	0.4	0.8	0.2	0	0	0	0	0	0.2	1	0.8	1	0.2	0.2	0.2	0.2	0.06535520554212143	0.09440196356084206
1	0.2	0.2	0	0	0	0	0	0	0	0	1	1	0.8	0.2	0.2	0.2	0.2	0.13071041108424286	0.08581996687349279
1	0.2	0.2	0	0	0	0	0	0	0	0	1	1	0.8	0.2	0.2	0.2	0.2	0.07842624665054572	0.05149198012409567
1	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.09149728775897001	0.060073976811444954
